RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Goal,SubIn,SubOut,RedCard,YellowCard,PenaltyScored,PenaltyMissed,OwnGoal
263,1948,NED,MICHELS Rinus (NED),N,18,Piet SCHRIJVERS,,,,,,,,,
263,1948,NED,MICHELS Rinus (NED),N,19,Pleun STRIK,,,,,,,,,
263,1948,ARG,CAP Vladislao (ARG),N,15,Aldo POY,,,,,,,,,
263,1948,NED,MICHELS Rinus (NED),N,21,Eddy TREIJTEL,,,,,,,,,
263,1948,ARG,CAP Vladislao (ARG),N,19,Nestor TOGNERI,,,,,,,,,
263,1948,NED,MICHELS Rinus (NED),N,22,Harry VOS,,,,,,,,,
263,1948,ARG,CAP Vladislao (ARG),N,21,Miguel SANTORO,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),S,1,Ronnie HELLSTROM,GK,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),S,2,Jan TOMASZEWSKI,GK,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),S,3,Kent KARLSSON,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),S,4,Antoni SZYMANOWSKI,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),S,4,Bjorn NORDQVIST,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),S,5,Zbigniew GUT,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),S,6,Ove GRAHN,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),S,9,Wladyslaw ZMUDA,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),S,7,Bo LARSSON,C,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),S,12,Kazimierz DEYNA,C,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),S,8,Conny TORSTENSSON,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),S,13,Henryk KASPERCZAK,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),S,10,Ralf EDSTROM,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),S,14,Zygmunt MASZCZYK,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),S,11,Roland SANDBERG,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),S,13,Roland GRIP,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),S,18,Robert GADOCHA,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),N,2,Jan OLSSON,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),N,1,Andrzej FISCHER,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),N,9,Ove KINDVALL,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),N,3,Zygmunt KALINOWSKI,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),N,12,Sven-Gunnar LARSSON,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),N,7,Henryk WIECZOREK,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),N,15,Benno MAGNUSSON,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),N,8,Miroslaw BULZACKI,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),N,16,Inge EJDERSTEDT,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),N,10,Adam MUSIAL,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),N,17,Goran HAGBERG,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),N,11,Leslaw CMIKIEWICZ,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),N,15,Roman JAKOBCZAK,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),N,19,Claes CRONQVIST,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),N,19,Jan DOMARSKI,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),N,20,Sven LINDMAN,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),N,20,Zdzislaw KAPKA,,,,,,,,,
263,2167,SWE,ERICSON Georg (SWE),N,21,Orjan PERSSON,,,,,,,,,
263,2167,POL,GORSKI Kazimierz (POL),N,22,Marek KUSTO,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),S,1,Daniel CARNEVALI,GK,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),S,1,LEAO,GK,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),S,2,Ruben AYALA,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),S,2,LUIS PEREIRA,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),S,3,Carlos BABINGTON,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),S,3,MARINHO PERES,C,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),S,4,Augustin BALBUENA,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),S,4,ZE MARIA,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),S,5,Angel BARGAS,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),S,6,MARINHO CHAGAS,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),S,9,Ruben GLARIA,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),S,10,Ramon HEREDIA,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),S,11,PAULO CESAR,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),S,13,VALDOMIRO,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),S,17,CARPEGIANI,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),S,17,Carlos SQUEO,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),S,21,DIRCEU,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),N,5,WILSON PIAZZA,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),N,8,Enrique CHAZARRETA,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),N,8,LEIVINHA,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),N,9,CESAR,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),N,12,Ubaldo FILLOL,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),N,12,RENATO,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),N,14,Roberto PERFUMO,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),N,14,NELINHO,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),N,15,Aldo POY,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),N,15,ALFREDO,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),N,18,Roberto TELCH,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),N,16,MARCO ANTONIO,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),N,19,Nestor TOGNERI,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),N,18,ADEMIR DA GUIA,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),N,20,Enrique WOLFF,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),N,19,MIRANDINHA,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),N,21,Miguel SANTORO,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),N,20,EDU,,,,,,,,,
263,1945,ARG,CAP Vladislao (ARG),N,22,Hector YAZALDE,,,,,,,,,
263,1945,BRA,ZAGALLO Mario (BRA),N,22,WALDIR PERES,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),S,2,Jan TOMASZEWSKI,GK,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),S,1,Enver MARIC,GK,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),S,4,Antoni SZYMANOWSKI,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),S,2,Ivan BULJAN,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),S,6,Jerzy GORGON,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),S,3,Enver HADZIABDIC,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),S,9,Wladyslaw ZMUDA,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),S,5,Josip KATALINSKI,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),S,10,Adam MUSIAL,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),S,6,Vladislav BOGICEVIC,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),S,13,Henryk KASPERCZAK,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),S,14,Zygmunt MASZCZYK,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),S,9,Ivica SURJAK,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),S,10,Jovan ACIMOVIC,C,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),S,18,Robert GADOCHA,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),S,19,Dusan BAJEVIC,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),N,1,Andrzej FISCHER,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),N,4,Drazen MUZINIC,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),N,3,Zygmunt KALINOWSKI,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),N,11,Dragan DZAJIC,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),N,5,Zbigniew GUT,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),N,7,Henryk WIECZOREK,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),N,13,Miroslav PAVLOVIC,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),N,8,Miroslaw BULZACKI,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),N,14,Luka PERUZOVIC,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),N,15,Kiril DOJCINOVSKI,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),N,15,Roman JAKOBCZAK,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),N,16,Franjo VLADIC,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),N,17,Danilo POPIVODA,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),N,20,Zdzislaw KAPKA,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),N,21,Kazimierz KMIECIK,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),N,21,Ognjen PETROVIC,,,,,,,,,
263,2170,POL,GORSKI Kazimierz (POL),N,22,Marek KUSTO,,,,,,,,,
263,2170,YUG,MILJANIC Miljan (SRB),N,22,Rizah MESKOVIC,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),S,1,Juergen CROY,GK,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),S,8,Jan JONGBLOED,GK,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),S,2,Lothar KURBJUWEIT,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),S,2,Arie HAAN,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),S,3,Bernd BRANSCH,C,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),S,3,Wim VAN HANEGEM,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),S,4,Konrad WEISE,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),S,6,Wim JANSEN,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),S,6,Ruediger SCHNUPHASE,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),S,12,Ruud KROL,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),S,7,Juergen POMMERENKE,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),S,14,Johan CRUYFF,C,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),S,14,Juergen SPARWASSER,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),S,16,Johnny REP,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),S,18,Gerd KISCHE,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),S,17,Wim RIJSBERGEN,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),S,20,Martin HOFFMANN,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),S,20,Wim SUURBIER,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),N,21,Wolfgang BLOCHWITZ,GK,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),N,18,Piet SCHRIJVERS,GK,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),N,22,Werner FRIESE,GK,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),N,21,Eddy TREIJTEL,GK,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),N,5,Joachim FRITSCHE,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),N,1,Ruud GEELS,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),N,4,Cees VAN IERSSEL,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),N,5,Rinus ISRAEL,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),N,11,Joachim STREICH,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),N,7,Theo DE JONG,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),N,12,Siegmar WAETZLICH,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),N,9,Piet KEIZER,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),N,15,Eberhard VOGEL,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),N,10,Rene VAN DE KERKHOF,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),N,16,Harald IRMSCHER,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),N,11,Willy VAN DE KERKHOF,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),N,17,Erich HAMANN,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),N,19,Pleun STRIK,,,,,,,,,
263,2067,GDR,BUSCHNER Georg (GER),N,19,Wolfgang SEGUIN,,,,,,,,,
263,2067,NED,MICHELS Rinus (NED),N,22,Harry VOS,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),S,1,Sepp MAIER,GK,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),S,1,Ronnie HELLSTROM,GK,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),S,2,Berti VOGTS,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),S,2,Jan OLSSON,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),S,3,Paul BREITNER,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),S,3,Kent KARLSSON,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),S,4,Hans Georg SCHWARZENBECK,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),S,4,Bjorn NORDQVIST,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),S,5,Franz BECKENBAUER,C,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),S,13,Gerd MUELLER,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),S,8,Conny TORSTENSSON,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),S,14,Staffan TAPPER,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),S,18,Jorgen AUGUSTSSON,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),N,6,Horst-Dieter HOETTGES,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),N,5,Bjorn ANDERSSON,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),N,7,Herbert WIMMER,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),N,9,Ove KINDVALL,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),N,8,Bernd CULLMANN,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),N,12,Sven-Gunnar LARSSON,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),N,13,Roland GRIP,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),N,10,Guenter NETZER,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),N,15,Benno MAGNUSSON,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),N,11,Jupp HEYNCKES,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),N,17,Goran HAGBERG,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),N,19,Jupp KAPPELLMANN,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),N,19,Claes CRONQVIST,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),N,20,Helmut KREMERS,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),N,20,Sven LINDMAN,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),N,21,Norbert NIGBUR,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),N,21,Orjan PERSSON,,,,,,,,,
263,2065,FRG,SCHOEN Helmut (FRG),N,22,Wolfgang KLEFF,,,,,,,,,
263,2065,SWE,ERICSON Georg (SWE),N,22,Thomas AHLSTROM,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),S,2,Jan TOMASZEWSKI,GK,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),S,1,Sepp MAIER,GK,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),S,4,Antoni SZYMANOWSKI,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),S,2,Berti VOGTS,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),S,6,Jerzy GORGON,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),S,3,Paul BREITNER,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),S,9,Wladyslaw ZMUDA,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),S,4,Hans Georg SCHWARZENBECK,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),S,10,Adam MUSIAL,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),S,5,Franz BECKENBAUER,C,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),S,12,Kazimierz DEYNA,C,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),S,9,Juergen GRABOWSKI,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),S,12,Wolfgang OVERATH,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),S,16,Grzegorz LATO,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),S,14,Uli HOENESS,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),S,18,Robert GADOCHA,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),S,16,Rainer BONHOF,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),S,19,Jan DOMARSKI,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),S,17,Bernd HOELZENBEIN,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),N,1,Andrzej FISCHER,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),N,6,Horst-Dieter HOETTGES,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),N,3,Zygmunt KALINOWSKI,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),N,7,Herbert WIMMER,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),N,5,Zbigniew GUT,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),N,8,Bernd CULLMANN,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),N,7,Henryk WIECZOREK,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),N,10,Guenter NETZER,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),N,8,Miroslaw BULZACKI,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),N,11,Jupp HEYNCKES,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),N,15,Heinz FLOHE,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),N,15,Roman JAKOBCZAK,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),N,18,Dieter HERZOG,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),N,17,Andrzej SZARMACH,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),N,19,Jupp KAPPELLMANN,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),N,20,Zdzislaw KAPKA,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),N,20,Helmut KREMERS,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),N,21,Norbert NIGBUR,,,,,,,,,
263,2064,POL,GORSKI Kazimierz (POL),N,22,Marek KUSTO,,,,,,,,,
263,2064,FRG,SCHOEN Helmut (FRG),N,22,Wolfgang KLEFF,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),S,8,Jan JONGBLOED,GK,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),S,1,LEAO,GK,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),S,2,Arie HAAN,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),S,3,Wim VAN HANEGEM,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),S,6,Wim JANSEN,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),S,12,Ruud KROL,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),S,6,MARINHO CHAGAS,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),S,7,JAIRZINHO,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),S,10,RIVELINO,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),S,13,VALDOMIRO,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),S,17,Wim RIJSBERGEN,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),S,17,CARPEGIANI,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),S,21,DIRCEU,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),N,1,Ruud GEELS,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),N,5,WILSON PIAZZA,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),N,4,Cees VAN IERSSEL,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),N,8,LEIVINHA,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),N,9,CESAR,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),N,12,RENATO,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),N,9,Piet KEIZER,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),N,14,NELINHO,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),N,10,Rene VAN DE KERKHOF,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),N,15,ALFREDO,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),N,11,Willy VAN DE KERKHOF,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),N,16,MARCO ANTONIO,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),N,18,Piet SCHRIJVERS,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),N,18,ADEMIR DA GUIA,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),N,19,Pleun STRIK,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),N,21,Eddy TREIJTEL,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),N,20,EDU,,,,,,,,,
263,1983,NED,MICHELS Rinus (NED),N,22,Harry VOS,,,,,,,,,
263,1983,BRA,ZAGALLO Mario (BRA),N,22,WALDIR PERES,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),S,12,Ubaldo FILLOL,GK,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),S,1,Juergen CROY,GK,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),S,2,Ruben AYALA,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),S,2,Lothar KURBJUWEIT,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),S,3,Carlos BABINGTON,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),S,3,Bernd BRANSCH,C,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),S,4,Konrad WEISE,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),S,6,Miguel BRINDISI,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),S,6,Ruediger SCHNUPHASE,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),S,7,Jorge CARRASCOSA,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),S,7,Juergen POMMERENKE,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),S,10,Ramon HEREDIA,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),S,13,Mario KEMPES,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),S,18,Roberto TELCH,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),S,18,Gerd KISCHE,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),S,20,Enrique WOLFF,C,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),S,20,Martin HOFFMANN,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),N,1,Daniel CARNEVALI,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),N,5,Joachim FRITSCHE,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),N,4,Augustin BALBUENA,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),N,8,Enrique CHAZARRETA,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),N,10,Hans-Juergen KREISCHE,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),N,9,Ruben GLARIA,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),N,12,Siegmar WAETZLICH,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),N,14,Roberto PERFUMO,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),N,13,Reinhard LAUCK,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),N,15,Aldo POY,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),N,16,Francisco SA,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),N,16,Harald IRMSCHER,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),N,17,Carlos SQUEO,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),N,17,Erich HAMANN,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),N,19,Nestor TOGNERI,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),N,19,Wolfgang SEGUIN,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),N,21,Miguel SANTORO,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),N,21,Wolfgang BLOCHWITZ,,,,,,,,,
263,1946,ARG,CAP Vladislao (ARG),N,22,Hector YAZALDE,,,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),N,22,Werner FRIESE,,,,,,,,,
263,2182,SWE,ERICSON Georg (SWE),S,1,Ronnie HELLSTROM,GK,,,,,,,,
263,2182,YUG,MILJANIC Miljan (SRB),S,1,Enver MARIC,GK,,,,,,,,
263,2182,SWE,ERICSON Georg (SWE),S,2,Jan OLSSON,,,,,,,,,
263,2182,YUG,MILJANIC Miljan (SRB),S,2,Ivan BULJAN,,,,,,,,,
