RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Goal,SubIn,SubOut,RedCard,YellowCard,PenaltyScored,PenaltyMissed,OwnGoal
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Adalbert DESU,,1,,,,,,,
206,1146,FRA,BARREAU Gaston (FRA),S,0,Emile VEINANTE,,1,,,,,,,
231,1544,TCH,VYTLACIL Rudolf (TCH),S,14,Vaclav MASEK,,1,,,,,,,
231,1470,HUN,BAROTI Lajos (HUN),S,9,Florian ALBERT,,1,,,,,,,
239,1702,PRK,MYUNG Rye Hyun (PRK),S,8,PAK Seung Zin,C,1,,,,,,,
278,2347,FRA,HIDALGO Michel (FRA),S,17,Bernard LACOMBE,,1,,,,,,,
293,878,ENG,GREENWOOD Ron (ENG),S,16,Bryan ROBSON,,1,,,,,,,
1014,8763,PAR,CARPEGIANI (BRA),S,5,AYALA,,1,,,,,,,
3489,1176,SWE,NAGY Joszef (HUN),S,0,Arne NYBERG,,1,,,,,,,
3491,1105,GER,NERZ Otto (GER),S,0,Ernest LEHNER,,1,,,,,,,
255931,300186512,USA,KLINSMANN Juergen (GER),S,8,DEMPSEY,C,1,,,,,,,
43950500,43950063,TUR,GUNES Senol (TUR),S,9,HAKAN SUKUR,C,1,,,,,,,
201,1097,USA,MILLAR Bob (USA),S,0,Bert PATENAUDE,,10,,,,,,,
208,1222,SUI,ANDREOLI Franco (SUI),S,0,Rene BADER,,10,,,,,,,
211,1304,TUR,PUPPO Sandro (ITA),S,8,Suat MAMAT,,10,,,,,,,
231,1478,URS,KACHALIN Gavril (URS),S,22,Igor CHISLENKO,,10,,,,,,,
250,1883,ITA,VALCAREGGI Ferruccio (ITA),S,13,Angelo DOMENGHINI,,10,,,,,,,
263,1948,NED,MICHELS Rinus (NED),S,14,Johan CRUYFF,C,10,,,,,,,
278,2199,HUN,BAROTI Lajos (HUN),S,13,Karoly CSAPO,,10,,,,,,,
293,903,YUG,MILJANIC Miljan (SRB),S,3,Ivan GUDELJ,,10,,,,,,,
293,770,FRG,DERWALL Jupp (GER),S,9,Horst HRUBESCH,,10,,,,,,,
429,1164,FRA,BARREAU Gaston (FRA),S,0,Oscar HEISSERER,,10,,,,,,,
1014,8738,GER,VOGTS Berti (GER),S,7,M�LLER,,10,,,,,,,
1025,8782,BRA,ZAGALLO Mario (BRA),S,20,BEBETO,,10,,,,,,,
3484,1278,FRG,HERBERGER Sepp (FRG),S,13,Max MORLOCK,,10,,,,,,,
249718,300061507,BRA,DUNGA (BRA),S,11,ROBINHO,,10,,,,,,,
249722,300061475,CMR,Paul LE GUEN (FRA),S,9,ETO'O,C,10,,,,,,,
43950100,43950041,BRA,SCOLARI Luiz Felipe (BRA),S,9,RONALDO,,10,,,,,,,
97410100,97410038,SCG,PETKOVIC Ilija (SCG),S,19,ZIGIC,,10,,,,,,,
97410200,97410050,ARG,Jos� P�KERMAN (ARG),S,9,CRESPO,,10,,,,,,,
796,3095,ROU,IORDANESCU Anghel (ROU),S,9,Florin RADUCIOIU,,101,,,,,,,
3478,1633,ENG,RAMSEY Alf (ENG),S,10,Geoff HURST,,101,,,,,,,
295,914,FRG,DERWALL Jupp (GER),N,11,Karl-Heinz RUMMENIGGE,,102,,,,,,,
309,432,BEL,THYS Guy (BEL),S,21,Stephane DEMOL,,102,,,,,,,
206,1156,CUB,TAPIA Jose (CUB),S,0,Hector SOCORRO,,103,,,,,,,
206,1150,BRA,PIMENTA Ademar (BRA),S,0,LEONIDAS,,104,,,,,,,
569,1838,ITA,VALCAREGGI Ferruccio (ITA),S,11,Gigi RIVA,,104,,,,,,,
3468,422,FRA,MICHEL Henri (FRA),S,13,Bernard GENGHINI,,104,,,,,,,
43950200,43950051,SEN,METSU Bruno (FRA),S,7,H. CAMARA,,104,,,,,,,
206,1156,ROU,BRAUN Coloman (ROU),S,0,Stefan DOBAY,,105,,,,,,,
639,2198,ARG,MENOTTI Cesar Luis (ARG),S,10,Mario KEMPES,,105,,,,,,,
255951,300186497,BEL,WILMOTS Marc (BEL),N,9,LUKAKU,,105,,,,,,,
255951,300186497,BEL,WILMOTS Marc (BEL),N,9,LUKAKU,,105,,,,,,,
323,102,CMR,NEPOMNYASHCHI Valeri (RUS),N,9,Roger MILLA,,106,,,,,,,
255951,300186497,USA,KLINSMANN Juergen (GER),N,16,GREEN,,107,,,,,,,
255951,300186497,USA,KLINSMANN Juergen (GER),N,16,GREEN,,107,,,,,,,
251,1811,FRG,SCHOEN Helmut (FRG),S,13,Gerd MUELLER,,108,,,,,,,
295,914,FRG,DERWALL Jupp (GER),S,8,Klaus FISCHER,,108,,,,,,,
323,102,CMR,NEPOMNYASHCHI Valeri (RUS),N,9,Roger MILLA,,108,,,,,,,
204,1104,AUT,MEISL Hugo (AUT),S,0,Josef BICAN,,109,,,,,,,
462,1295,HUN,SEBES Gusztav (HUN),S,8,Sandor KOCSIS,,109,,,,,,,
204,1119,HUN,NADAS Odon (HUN),S,0,Pal TELEKI,,11,,,,,,,
204,1141,ROU,RADULESCU Constantin (ROU),S,0,Stefan DOBAY,,11,,,,,,,
231,1478,URS,KACHALIN Gavril (URS),S,14,Valentin IVANOV,,11,,,,,,,
232,1474,CHI,RIERA Fernando (CHI),S,11,Leonel SANCHEZ,,11,,,,,,,
239,1660,FRG,SCHOEN Helmut (FRG),S,8,Helmut HALLER,,11,,,,,,,
250,1770,TCH,MARKO Jozef (TCH),S,8,Ladislav PETRAS,,11,,,,,,,
251,1768,BRA,ZAGALLO Mario (BRA),S,11,RIVELINO,,11,,,,,,,
293,896,HUN,MESZOLY Kalman (HUN),S,11,Gabor POLOSKEI,,11,,,,,,,
294,750,BRA,SANTANA Tele (BRA),S,10,ZICO,,11,,,,,,,
308,460,BUL,VUTSOV Ivan (BUL),S,11,Plamen GETOV,,11,,,,,,,
308,522,DEN,PIONTEK Sepp (GER),S,10,Preben ELKJAER LARSEN,,11,,,,,,,
322,265,ITA,VICINI Azeglio (ITA),S,13,Giuseppe GIANNINI,,11,,,,,,,
322,348,SCO,ROXBURGH Andy (SCO),S,16,Stuart McCALL,,11,,,,,,,
322,228,NED,BEENHAKKER Leo (NED),S,10,Ruud GULLIT,C,11,,,,,,,
337,3054,BEL,VAN HIMST Paul (BEL),S,9,Marc DE GRIJSE,,11,,,,,,,
337,3052,IRL,CHARLTON Jack (ENG),S,8,Ray HOUGHTON,,11,,,,,,,
338,3089,NED,Dick ADVOCAAT (NED),S,10,BERGKAMP,,11,,,,,,,
338,3085,GER,VOGTS Berti (GER),S,18,KLINSMANN,,11,,,,,,,
338,3088,ROU,IORDANESCU Anghel (ROU),S,11,DUMITRESCU,,11,,,,,,,
418,1123,ITA,POZZO Vittorio (ITA),S,0,Giuseppe MEAZZA,,11,,,,,,,
1014,8726,ITA,MALDINI Cesare (ITA),S,21,Christian VIERI,,11,,,,,,,
1014,8763,NGA,MILUTINOVIC Bora (YUG),S,18,Wilson ORUMA,,11,,,,,,,
1024,8773,BRA,ZAGALLO Mario (BRA),S,5,C. SAMPAIO,,11,,,,,,,
3468,422,BEL,THYS Guy (BEL),S,11,Jan CEULEMANS,C,11,,,,,,,
249722,300061469,AUS,VERBEEK Pim (NED),S,14,HOLMAN,,11,,,,,,,
255931,300186453,CRO,KOVAC Niko (CRO),S,18,OLI?,,11,,,,,,,
255955,300186474,GER,LOEW Joachim (GER),S,13,M�LLER,,11,,,,,,,
255955,300186474,GER,LOEW Joachim (GER),S,13,M�LLER,,11,,,,,,,
43950200,43950051,SWE,SODERBERG Tommy (SWE),S,11,LARSSON,,11,,,,,,,
309,432,BEL,THYS Guy (BEL),S,16,Nico CLAESEN,,110,,,,,,,
569,1838,FRG,SCHOEN Helmut (FRG),S,13,Gerd MUELLER,,110,,,,,,,
206,1172,TCH,MEISSNER Vaclav (TCH),S,0,Josef ZEMAN,,111,,,,,,,
569,1838,ITA,VALCAREGGI Ferruccio (ITA),N,14,Gianni RIVERA,,111,,,,,,,
255959,300186501,GER,LOEW Joachim (GER),N,19,G�TZE,,113,,,,,,,
255959,300186501,GER,LOEW Joachim (GER),N,19,G�TZE,,113,,,,,,,
1024,8776,FRA,JACQUET Aime (FRA),S,5,L. BLANC,,114,,,,,,,
323,102,COL,MATURANA Francisco (COL),N,11,Bernardo REDIN,,115,,,,,,,
639,2198,ARG,MENOTTI Cesar Luis (ARG),S,4,Daniel BERTONI,,115,,,,,,,
796,3095,SWE,SVENSSON Tommy (SWE),S,19,Kennet ANDERSSON,,115,,,,,,,
462,1295,HUN,SEBES Gusztav (HUN),S,8,Sandor KOCSIS,,116,,,,,,,
249721,300061509,ESP,DEL BOSQUE Vicente (ESP),S,6,A.INIESTA,,116,,,,,,,
251,1925,URU,HOHBERG Juan (URU),N,9,Victor ESPARRAGO,,117,,,,,,,
206,1172,TCH,MEISSNER Vaclav (TCH),S,0,Oldrich NEJEDLY,,118,,,,,,,
206,1150,POL,KALUZA Jozef (POL),S,0,Ernest WILIMOWSKI,,118,,,,,,,
255951,300186503,ARG,SABELLA Alejandro (ARG),S,7,DI MARIA,,118,,,,,,,
255951,300186503,ARG,SABELLA Alejandro (ARG),S,7,DI MARIA,,118,,,,,,,
323,55,ENG,ROBSON Bobby (ENG),N,17,David PLATT,,119,,,,,,,
97410400,97410061,ITA,LIPPI Marcello (ITA),S,3,GROSSO,,119,,,,,,,
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Adolfo ZUMELZU,,12,,,,,,,
201,1084,ARG,OLAZAR Francisco (ARG),S,0,Guillermo STABILE,,12,,,,,,,
208,1218,ITA,NOVO Ferruccio (ITA),S,0,Riccardo CARAPELLESE,C,12,,,,,,,
211,1294,HUN,SEBES Gusztav (HUN),S,10,Ferenc PUSKAS,C,12,,,,,,,
211,1284,FRG,HERBERGER Sepp (FRG),S,20,Hans SCHAEFER,,12,,,,,,,
220,1426,YUG,TIRNANIC Aleksandar (YUG),S,19,Radivoje OGNJANOVIC,,12,,,,,,,
221,1392,FRG,HERBERGER Sepp (FRG),S,8,Helmut RAHN,,12,,,,,,,
231,1470,HUN,BAROTI Lajos (HUN),S,5,Erno SOLYMOSI,,12,,,,,,,
231,1544,MEX,TRELLEZ Ignacio (MEX),S,11,Isidoro DIAZ,,12,,,,,,,
250,1774,BUL,BOZHKOV Stefan (BUL),S,16,Asparukh NIKODIMOV,,12,,,,,,,
250,1747,BEL,GOETHALS Raymond (BEL),S,8,Wilfried VAN MOER,,12,,,,,,,
262,1954,FRG,SCHOEN Helmut (FRG),S,12,Wolfgang OVERATH,,12,,,,,,,
262,1987,BRA,ZAGALLO Mario (BRA),S,7,JAIRZINHO,,12,,,,,,,
279,2252,BRA,COUTINHO Claudio (BRA),S,13,NELINHO,,12,,,,,,,
294,788,BRA,SANTANA Tele (BRA),S,8,SOCRATES,C,12,,,,,,,
323,129,TCH,VENGLOS Jozef (SVK),S,10,Tomas SKUHRAVY,,12,,,,,,,
337,3076,GER,VOGTS Berti (GER),S,18,KLINSMANN,,12,,,,,,,
405,1087,URU,SUPPICI Alberto (URU),S,0,Pablo DORADO,,12,,,,,,,
462,1295,HUN,SEBES Gusztav (HUN),S,11,Zoltan CZIBOR,,12,,,,,,,
1014,8746,DEN,JOHANSSON Bo (SWE),S,7,Allan NIELSEN,,12,,,,,,,
1024,8775,DEN,JOHANSSON Bo (SWE),S,11,LAUDRUP B.,,12,,,,,,,
1025,8784,NED,HIDDINK Guus (NED),S,9,Patrick KLUIVERT,,12,,,,,,,
3478,1633,FRG,SCHOEN Helmut (FRG),S,8,Helmut HALLER,,12,,,,,,,
249722,300111115,NGA,LAGERBACK Lars (SWE),S,12,UCHE,,12,,,,,,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,7,ALEXIS,,12,,,,,,,
43950200,43950055,TUR,GUNES Senol (TUR),S,22,UMIT DAVALA,,12,,,,,,,
97410100,97410001,CRC,GUIMARAES Alexandre (CRC),S,9,WANCHOPE P.,,12,,,,,,,
97410200,97410049,GER,J�rgen KLINSMANN (GER),S,20,PODOLSKI,,12,,,,,,,
3478,1633,ENG,RAMSEY Alf (ENG),S,10,Geoff HURST,,120,,,,,,,
255951,300186460,GER,LOEW Joachim (GER),S,8,�ZIL,,120,,,,,,,
255951,300186460,GER,LOEW Joachim (GER),S,8,�ZIL,,120,,,,,,,
255951,300186460,ALG,HALILHODZIC Vahid (BIH),N,18,DJABOU,,120,,,,,,,
255951,300186460,ALG,HALILHODZIC Vahid (BIH),N,18,DJABOU,,120,,,,,,,
97410400,97410061,ITA,LIPPI Marcello (ITA),N,7,DEL PIERO,,120,,,,,,,
201,1084,ARG,OLAZAR Francisco (ARG),S,0,Guillermo STABILE,,13,,,,,,,
206,1173,HUN,DIETZ Karoly (HUN),S,0,Vilmos KOHUT,,13,,,,,,,
220,1372,URS,KACHALIN Gavril (URS),S,9,Nikita SIMONYAN,C,13,,,,,,,
232,1525,TCH,VYTLACIL Rudolf (TCH),S,8,Adolf SCHERER,,13,,,,,,,
250,1780,BUL,BOZHKOV Stefan (BUL),S,11,Dinko DERMENDZHIEV,,13,,,,,,,
251,1882,MEX,CARDENAS Raul (MEX),S,17,Jose Luis GONZALEZ,,13,,,,,,,
676,921,FRA,HIDALGO Michel (FRA),S,11,Rene GIRARD,,13,,,,,,,
1014,8753,YUG,SANTRAC Slobodan (SRB),S,9,Predrag MIJATOVIC,,13,,,,,,,
249722,300061463,SVN,KEK Matjaz (SVN),S,10,BIRSA,,13,,,,,,,
255953,300186485,GER,LOEW Joachim (GER),S,5,HUMMELS,,13,,,,,,,
255953,300186485,GER,LOEW Joachim (GER),S,5,HUMMELS,,13,,,,,,,
43950100,43950031,BEL,WASEIGE Robert (BEL),S,7,WILMOTS,C,13,,,,,,,
43950100,43950041,BRA,SCOLARI Luiz Felipe (BRA),S,9,RONALDO,,13,,,,,,,
43950500,43950063,TUR,GUNES Senol (TUR),S,17,ILHAN MANSIZ,,13,,,,,,,
97410100,97410015,ESP,ARAGONES Luis (ESP),S,14,ALONSO,,13,,,,,,,
208,1185,URU,LOPEZ Juan (URU),S,0,Oscar MIGUEZ,,14,,,,,,,
211,1283,FRG,HERBERGER Sepp (FRG),S,20,Hans SCHAEFER,,14,,,,,,,
211,1301,SUI,RAPPAN Karl (AUT),S,18,Sepp HUEGI,,14,,,,,,,
238,1597,BRA,FEOLA Vicente (BRA),S,20,TOSTAO,,14,,,,,,,
250,1753,URS,KACHALIN Gavril (URS),S,16,Anatoly BISHOVETS,,14,,,,,,,
262,2186,YUG,MILJANIC Miljan (SRB),S,11,Dragan DZAJIC,C,14,,,,,,,
263,1946,GDR,BUSCHNER Georg (GER),S,11,Joachim STREICH,,14,,,,,,,
278,2451,SCO,MacLEOD Alistair (SCO),S,9,Joe JORDAN,,14,,,,,,,
279,2221,ITA,BEARZOT Enzo (ITA),S,21,Paolo ROSSI,,14,,,,,,,
308,537,ENG,ROBSON Bobby (ENG),S,10,Gary LINEKER,,14,,,,,,,
337,3060,ESP,CLEMENTE Javier (ESP),S,7,GOIKOETXEA,,14,,,,,,,
1028,8787,CRO,BLAZEVIC Miroslav (BIH),S,8,Robert PROSINECKI,,14,,,,,,,
249722,300061486,CIV,ERIKSSON Sven Goran (SWE),S,19,TOURE YAYA,,14,,,,,,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,10,VALDIVIA,,14,,,,,,,
43950100,43950032,POR,OLIVEIRA Antonio (POR),S,9,PAULETA,,14,,,,,,,
201,1084,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SUBIABRE,C,15,,,,,,,
201,1097,USA,MILLAR Bob (USA),S,0,Bert PATENAUDE,,15,,,,,,,
206,1173,HUN,DIETZ Karoly (HUN),S,0,Geza TOLDI,,15,,,,,,,
209,1206,SWE,RAYNOR George (ENG),S,0,Stig SUNDQVIST,,15,,,,,,,
211,1276,YUG,TIRNANIC Aleksandar (YUG),S,18,Milos MILUTINOVIC,,15,,,,,,,
220,1332,URS,KACHALIN Gavril (URS),S,11,Anatoli ILYIN,,15,,,,,,,
238,1656,FRG,SCHOEN Helmut (FRG),S,10,Sigi HELD,,15,,,,,,,
238,1596,BRA,FEOLA Vicente (BRA),S,10,PEL� (Edson Arantes do Nascimento),,15,,,,,,,
238,1598,POR,GLORIA Otto (BRA),S,11,ANTONIO SIMOES,,15,,,,,,,
238,1599,BUL,VYTLACIL Rudolf (TCH),S,9,Georgi ASPARUKHOV,,15,,,,,,,
251,1768,BRA,ZAGALLO Mario (BRA),S,9,TOSTAO,,15,,,,,,,
262,1947,ARG,CAP Vladislao (ARG),S,22,Hector YAZALDE,,15,,,,,,,
278,2199,ARG,MENOTTI Cesar Luis (ARG),S,14,Leopoldo LUQUE,,15,,,,,,,
278,2350,FRG,SCHOEN Helmut (FRG),S,14,Dieter MUELLER,,15,,,,,,,
279,2251,BRA,COUTINHO Claudio (BRA),S,11,DIRCEU,,15,,,,,,,
293,1071,SCO,STEIN Jock (SCO),S,15,Joe JORDAN,,15,,,,,,,
308,441,BRA,SANTANA Tele (BRA),S,9,CARECA,,15,,,,,,,
308,378,ESP,MUNOZ Miguel (ESP),S,18,Ramon Maria CALDERE,,15,,,,,,,
309,568,FRA,MICHEL Henri (FRA),S,10,Michel PLATINI,C,15,,,,,,,
322,66,BEL,THYS Guy (BEL),S,4,Leo CLIJSTERS,,15,,,,,,,
337,3053,ROU,IORDANESCU Anghel (ROU),S,9,Florin RADUCIOIU,,15,,,,,,,
337,3079,RUS,SADYRIN Pavel (RUS),S,9,Oleg SALENKO,,15,,,,,,,
338,3086,ESP,CLEMENTE Javier (ESP),S,6,R. HIERRO,,15,,,,,,,
3480,1463,TCH,VYTLACIL Rudolf (TCH),S,6,Josef MASOPUST,,15,,,,,,,
43950100,43950026,BRA,SCOLARI Luiz Felipe (BRA),S,6,R CARLOS,,15,,,,,,,
206,1146,FRA,BARREAU Gaston (FRA),S,0,Jean NICOLAS,,16,,,,,,,
208,1194,CHI,BUCCIARDI Arturo (CHI),S,0,Jorge ROBLEDO,,16,,,,,,,
212,1264,ENG,WINTERBOTTOM Walter (ENG),S,9,Nat LOFTHOUSE,,16,,,,,,,
212,1237,SUI,RAPPAN Karl (AUT),S,16,Robert BALLAMAN,,16,,,,,,,
220,1388,YUG,TIRNANIC Aleksandar (YUG),S,12,Aleksandar PETAKOVIC,,16,,,,,,,
220,1327,AUT,ARGAUER Josef (AUT),S,6,Karl KOLLER,,16,,,,,,,
279,2202,ARG,MENOTTI Cesar Luis (ARG),S,10,Mario KEMPES,,16,,,,,,,
308,427,BEL,THYS Guy (BEL),S,8,Enzo SCIFO,,16,,,,,,,
337,3062,SUI,Roy HODGSON (ENG),S,7,Alain SUTTER,,16,,,,,,,
1024,8779,ENG,HODDLE Glenn (ENG),S,20,Michael OWEN,,16,,,,,,,
3483,1382,FRA,BATTEAUX Albert (FRA),S,17,Just FONTAINE,,16,,,,,,,
3487,1174,ITA,POZZO Vittorio (ITA),S,0,Silvio PIOLA,,16,,,,,,,
249722,300061457,NGA,LAGERBACK Lars (SWE),S,12,UCHE,,16,,,,,,,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,4,HONDA,,16,,,,,,,
97410100,97410030,SUI,KUHN Koebi (SUI),S,9,FREI,,16,,,,,,,
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Guillermo STABILE,,17,,,,,,,
208,1208,USA,JEFFREY Bill (SCO),S,0,Gino PARIANI,,17,,,,,,,
208,1193,ESP,EIZAGUIRRE Guillermo (ESP),S,0,Estanislao BASORA,,17,,,,,,,
208,1228,SWE,RAYNOR George (ENG),S,0,Stig SUNDQVIST,,17,,,,,,,
208,1188,SUI,ANDREOLI Franco (SUI),S,0,Jackie FATTON,,17,,,,,,,
209,1189,BRA,COSTA Flavio (BRA),S,0,ADEMIR,,17,,,,,,,
211,1277,HUN,SEBES Gusztav (HUN),S,10,Ferenc PUSKAS,C,17,,,,,,,
211,1313,URU,LOPEZ Juan (URU),S,11,Carlos BORGES,,17,,,,,,,
212,1237,SUI,RAPPAN Karl (AUT),S,18,Sepp HUEGI,,17,,,,,,,
220,1415,SWE,RAYNOR George (ENG),S,9,Agne SIMONSSON,,17,,,,,,,
220,1325,TCH,KOLSKY Karel (TCH),S,12,Zdenek ZIKAN,,17,,,,,,,
231,1490,HUN,BAROTI Lajos (HUN),S,10,Lajos TICHY,,17,,,,,,,
262,2085,POL,GORSKI Kazimierz (POL),S,16,Grzegorz LATO,,17,,,,,,,
295,914,FRG,DERWALL Jupp (GER),S,7,Pierre LITTBARSKI,,17,,,,,,,
308,643,ITA,BEARZOT Enzo (ITA),S,18,Alessandro ALTOBELLI,,17,,,,,,,
714,440,BRA,SANTANA Tele (BRA),S,9,CARECA,,17,,,,,,,
1025,8784,ARG,PASSARELLA Daniel (ARG),S,7,Claudio LOPEZ,,17,,,,,,,
3464,28,ITA,VICINI Azeglio (ITA),S,19,Salvatore SCHILLACI,,17,,,,,,,
3480,1463,BRA,MOREIRA Aymore (BRA),S,20,AMARILDO,,17,,,,,,,
249722,300061474,JPN,OKADA Takeshi (JPN),S,18,HONDA,,17,,,,,,,
249722,300061494,ESP,DEL BOSQUE Vicente (ESP),S,7,DAVID VILLA,,17,,,,,,,
255931,300186514,FRA,DESCHAMPS Didier (FRA),S,9,GIROUD,,17,,,,,,,
255931,300186472,BRA,SCOLARI Luiz Felipe (BRA),S,10,NEYMAR JR,,17,,,,,,,
255957,300186502,NED,Louis VAN GAAL (NED),S,5,BLIND,,17,,,,,,,
255957,300186502,NED,Louis VAN GAAL (NED),S,5,BLIND,,17,,,,,,,
43950100,43950031,TUN,SOUAYAH Ammar (TUN),S,12,BOUZAIENE,,17,,,,,,,
97410100,97410001,GER,J�rgen KLINSMANN (GER),S,11,KLOSE,,17,,,,,,,
97410100,97410015,ESP,ARAGONES Luis (ESP),S,21,DAVID VILLA,,17,,,,,,,
202,1101,URU,SUPPICI Alberto (URU),S,0,Pedro CEA,,18,,,,,,,
204,1104,FRA,KIMPTON George (ENG),S,0,Jean NICOLAS,,18,,,,,,,
204,1135,ITA,POZZO Vittorio (ITA),S,0,Angelo SCHIAVIO,,18,,,,,,,
206,1150,BRA,PIMENTA Ademar (BRA),S,0,LEONIDAS,,18,,,,,,,
208,1185,URU,LOPEZ Juan (URU),S,0,Ernesto VIDAL,,18,,,,,,,
211,1294,HUN,SEBES Gusztav (HUN),S,4,Mihaly LANTOS,,18,,,,,,,
211,1300,SUI,RAPPAN Karl (AUT),S,16,Robert BALLAMAN,,18,,,,,,,
211,1304,TUR,PUPPO Sandro (ITA),S,11,Lefter KUCUKANDONYADIS,,18,,,,,,,
262,2003,FRG,SCHOEN Helmut (FRG),S,3,Paul BREITNER,,18,,,,,,,
262,2186,YUG,MILJANIC Miljan (SRB),S,9,Ivica SURJAK,,18,,,,,,,
262,2085,POL,GORSKI Kazimierz (POL),S,12,Kazimierz DEYNA,C,18,,,,,,,
262,1947,ARG,CAP Vladislao (ARG),S,11,Rene HOUSEMAN,,18,,,,,,,
293,1051,SCO,STEIN Jock (SCO),S,8,Kenny DALGLISH,,18,,,,,,,
293,994,ITA,BEARZOT Enzo (ITA),S,16,Bruno CONTI,,18,,,,,,,
293,790,SCO,STEIN Jock (SCO),S,14,David NAREY,,18,,,,,,,
308,395,ARG,BILARDO Carlos (ARG),S,19,Oscar RUGGERI,,18,,,,,,,
308,580,SCO,FERGUSON Alex (SCO),S,7,Gordon STRACHAN,,18,,,,,,,
308,551,ESP,MUNOZ Miguel (ESP),S,19,JULIO SALINAS,,18,,,,,,,
337,3058,KSA,SOLARI Jorge (ARG),S,6,F. AMIN,,18,,,,,,,
337,3073,ROU,IORDANESCU Anghel (ROU),S,2,PETRESCU,,18,,,,,,,
338,3088,ROU,IORDANESCU Anghel (ROU),S,11,DUMITRESCU,,18,,,,,,,
418,1143,SUI,MUELLER Henry (SUI),S,0,Leopold KIELHOLZ,,18,,,,,,,
1014,8766,NED,HIDDINK Guus (NED),S,7,R. de BOER,,18,,,,,,,
1014,8764,RSA,TROUSSIER Philippe (FRA),S,9,Shaun BARTLETT,,18,,,,,,,
1014,8761,ESP,CLEMENTE Javier (ESP),S,21,LUIS ENRIQUE,,18,,,,,,,
1024,8774,ITA,MALDINI Cesare (ITA),S,21,Christian VIERI,,18,,,,,,,
3476,1765,BRA,ZAGALLO Mario (BRA),S,10,PEL� (Edson Arantes do Nascimento),,18,,,,,,,
3478,1633,ENG,RAMSEY Alf (ENG),S,10,Geoff HURST,,18,,,,,,,
3483,1382,FRG,HERBERGER Sepp (FRG),S,14,Hans CIESCLARCZYK,,18,,,,,,,
3484,1278,FRG,HERBERGER Sepp (FRG),S,12,Helmut RAHN,,18,,,,,,,
249717,300111113,NED,Bert VAN MARWIJK (NED),S,11,ROBBEN,,18,,,,,,,
249719,300061512,NED,Bert VAN MARWIJK (NED),S,5,V. BRONCKHORST,C,18,,,,,,,
255931,300186514,FRA,DESCHAMPS Didier (FRA),S,14,MATUIDI,,18,,,,,,,
255951,300186487,BRA,SCOLARI Luiz Felipe (BRA),S,4,DAVID LUIZ,,18,,,,,,,
255951,300186487,BRA,SCOLARI Luiz Felipe (BRA),S,4,DAVID LUIZ,,18,,,,,,,
43950200,43950056,ITA,TRAPATTONI Giovanni (ITA),S,21,VIERI,,18,,,,,,,
97410100,97410006,NED,VAN BASTEN Marco (NED),S,11,ROBBEN,,18,,,,,,,
201,1096,FRA,CAUDRON Raoul (FRA),S,0,Lucien LAURENT,,19,,,,,,,
211,1275,FRA,PIBAROT Pierre (FRA),S,22,Jean VINCENT,,19,,,,,,,
212,1237,SUI,RAPPAN Karl (AUT),S,18,Sepp HUEGI,,19,,,,,,,
220,1422,TCH,KOLSKY Karel (TCH),S,12,Zdenek ZIKAN,,19,,,,,,,
220,1389,NIR,DOHERTY Peter (NIR),S,11,Peter McPARLAND,,19,,,,,,,
220,1403,HUN,BAROTI Lajos (HUN),S,8,Lajos TICHY,,19,,,,,,,
231,1564,URU,CORAZZO Juan Carlos (URU),S,22,Angel Ruben CABRERA,,19,,,,,,,
250,1840,FRG,SCHOEN Helmut (FRG),S,13,Gerd MUELLER,,19,,,,,,,
250,1769,BRA,ZAGALLO Mario (BRA),S,10,PEL� (Edson Arantes do Nascimento),,19,,,,,,,
262,1949,ARG,CAP Vladislao (ARG),S,11,Rene HOUSEMAN,,19,,,,,,,
279,2217,FRG,SCHOEN Helmut (FRG),S,11,Karl-Heinz RUMMENIGGE,,19,,,,,,,
293,774,BEL,THYS Guy (BEL),S,10,Ludo COECK,,19,,,,,,,
308,675,MAR,FARIA Jose (BRA),S,17,Abdelrazzak KHAIRI,,19,,,,,,,
569,1771,URU,HOHBERG Juan (URU),S,7,Luis CUBILLA,,19,,,,,,,
3492,1107,ITA,POZZO Vittorio (ITA),S,0,Enrique GUAITA,,19,,,,,,,
249720,300061510,GER,LOEW Joachim (GER),S,13,M�LLER,,19,,,,,,,
43950100,43950017,GER,VOELLER Rudi (GER),S,11,KLOSE,,19,,,,,,,
97410600,97410064,ITA,LIPPI Marcello (ITA),S,23,MATERAZZI ,,19,,,,,,,
206,1179,ITA,POZZO Vittorio (ITA),S,0,Pietro FERRARIS,,2,,,,,,,
211,1283,TUR,PUPPO Sandro (ITA),S,8,Suat MAMAT,,2,,,,,,,
220,1323,ARG,STABILE Guillermo (ARG),S,7,Oreste Omar CORBATTA,,2,,,,,,,
231,1532,ITA,MAZZA Paolo (ITA),S,7,Bruno MORA,,2,,,,,,,
238,1597,HUN,BAROTI Lajos (HUN),S,7,Ferenc BENE,,2,,,,,,,
238,1675,POR,GLORIA Otto (BRA),S,12,JOSE AUGUSTO,,2,,,,,,,
